id,name,gender,age,traits,status,interest,feature
1892,Noah Ferguson,female,55,"caring,ambitious,optimistic",nurse," Camping stoves ",Poster
1893,Sadie Coffey,male,45,"creative,practical,ambitious,compassionate,energetic",doctor," Seat covers ",Watcher;Critic;Chatter
1894,Andrew Dunn,male,33,"fun-loving,independent,compassionate,caring",lawyer," Narrative ,Keyboard Instruments ",Watcher;Explorer;Poster
1895,Andrew Garcia,female,37,"creative,compassionate,caring",lawyer," Night vision goggles ",Critic
1896,Katherine Conner,male,40,"ambitious,compassionate,caring",farmer," Racquets ",Watcher
1897,Hunter Adams,female,50," caring,independent,creative,practical ",designer,"  Cotton swabs  ",Watcher;Critic;Chatter
1898,Daisy Powell,male,40,"compassionate,ambitious,energetic",entrepreneur," Air purifiers ",Chatter;Poster
1899,Evan Cochran,male,42,"fun-loving,creative,practical,independent",student," Running shoes ",Watcher
1900,Elizabeth Dean,male,47,"patient,empathetic",teacher," Tennis rackets ,Pets ",Watcher;Critic;Poster
1901,Jonah Brady,female,68,"creative,energetic,patient",scientist," electronics ,Fishing lures ",Watcher;Poster
1902,Ruby Blanks,female,44,"caring,independent",farmer," Binoculars ,Backpacking gear ",Poster
1903,Elizabeth Bennett,male,43,"compassionate,optimistic,fun-loving",artist," Books ,Rock climbing gear ",Watcher;Explorer;Chatter
1904,Ella Brown,male,47,"independent,compassionate,creative",writer," Coffee makers ,Stationery ",Watcher;Critic
1905,Zachary Duncan,male,58,"communicative,caring,ambitious,independent,patient",nurse," Outdoor ,Fishing lures,Stationery ,Makeup brushes ",Watcher;Explorer;Chatter;Poster
1906,Patrick Berry,male,53,"communicative",designer," Camping stoves ,Chess sets ,Stationery ",Watcher
1907,Grace Allen,male,27,"practical,optimistic,independent",farmer," Table tennis equipment ,Fishing lures",Poster
1908,Lucas Adams,female,43,"caring,compassionate,ambitious,patient",musician," Fishing lures,Yoga mats",Watcher;Poster
1909,Madison Blevins,male,52,"compassionate",actor," Electronics ,Action figures ",Critic;Chatter;Poster
1910,Mason Berry,male,36,"caring,fun-loving,creative",writer," Art supplies ,Coffee makers ",Explorer
1911,Robert Dalton,female,59,"patient,empathetic",doctor," Ski equipment,Stationery",Watcher
1912,Patrick Turner,female,53,"independent,compassionate,caring",photographer," Kitchen Appliances ,Running shoes ,Electronics ",Watcher
1913,David Bennett,female,66,"compassionate,ambitious,fun-loving",student," Binoculars,Fishing lures  ",Explorer
1914,Finnegan Collins,male,24,"ambitious,creative,patient",scientist," Camping stoves,Stationery ",Watcher;Chatter;Poster
1915,Zachary Darling,female,53,"caring,ambitious,optimistic",photographer," Outdoor,Fishing lures,Makeup brushes",Critic;Chatter;Poster
1916,Jade Brady,female,39,"creative,energetic,patient",retired," Action figures,Yoga mats ",Watcher;Chatter;Poster
1917,Georgia Conley,female,45,"fun-loving,ambitious,practical,caring",photographer," Camping stoves,Fishing lures",Critic;Poster
1918,Eleanor Cook,male,46,"compassionate,caring,independent,creative",photographer," Electronics,Coffee makers",Watcher;Critic
1919,Gabriel Fisher,male,21,"fun-loving,ambitious,energetic,patient",engineer," Stationery,Fishing lures",Critic;Chatter
1920,Grace Clark,female,68,"creative,practical,energetic,patient",farmer," knitting ,Pottery",Watcher;Critic
1921,David Gray,female,38,"fun-loving,creative,ambitious,optimistic,empathetic",scientist," Gardening ,Tech ,Boating Supplies",Explorer
1922,Jacob Dawson,male,61,"independent,compassionate,caring,ambitious,practical",engineer," Keyboards ,Coffee Grinders",Poster
1923,Willow Brady,male,42,"patient,empathetic,fun-loving,creative,compassionate",lawyer," Office Supplies ,Kids ,Gardening Supplies ,Patio,Lawn & Garden ",Watcher
1924,Mason Gonzalez,female,54,"creative,ambitious,optimistic,practical,energetic",scientist," Gardening ,Boating Supplies ,Electronics ",Explorer;Critic;Poster
1925,Lucy Barker,female,50,"fun-loving,energetic,patient,compassionate",musician," Guitars ,Music Gear",Explorer;Chatter;Poster
1926,Julia Kennedy,female,28,"independent,creative,practical,energetic,patient",retired," Home Audio ,Amplification ,Communication ",Watcher;Poster
1927,Hunter Fraser,male,65,"compassionate,caring,ambitious,optimistic",farmer," Kids ,Food Storage ,Arts & Crafts ,Gardening ",Watcher;Poster
1928,Kevin Clarke,female,53,"fun-loving,energetic,patient,optimistic,caring",nurse," First Aid ,Camping & Hiking ,Occupational Health & Safety Products ",Watcher;Poster
1929,Abigail Byrd,male,66,"compassionate,caring,ambitious,optimistic",entrepreneur," Stationery & Party Supplies ,Baby ",Critic
1930,Sarah Blair,male,48,"caring,energetic,patient",retired," Conference Supplies ,Party Games & Crafts ,Party Favors",Explorer;Critic;Poster
1931,Lauren Carlson,female,44,"independent,creative,practical,energetic,patient",engineer," Keyboards ,Lab & Scientific ,Computer Microphones ",Watcher;Explorer;Poster
1932,Timothy Simmons,female,45,"fun-loving,creative,optimistic,compassionate,caring",retired," Interior Accessories ,Farm & Ranch ,Plush Interactive Toy Figures ",Explorer
1933,Robert Farmer,female,48,"creative,optimistic,compassionate",actor," Writing Supplies ,Drafting ,Literature & Fiction Genre Fiction ",Critic;Poster
1934,Benjamin Bernard,female,62,"independent,compassionate,caring,ambitious,patient",artist," Drawing ,Art Drawing Instruments ,Paint,Wall Treatments & Supplies ",Watcher;Critic;Chatter
1935,Lucas Brown,female,41,"compassionate,caring,ambitious,practical,energetic",teacher," Early Childhood Education Materials ,Presentation Supplies ,Rubber Stamps ",Watcher;Explorer;Chatter
1936,Theodore Collins,male,48,"independent,creative,patient,empathetic",photographer," Communication ,Outdoor ,Seat Covers ,Kitchen Appliances",Watcher
1937,Isla Carey,male,31,"compassionate,caring,practical,empathetic",entrepreneur," Books ",Critic;Chatter
1938,Emma Berg,male,42,"independent,creative,ambitious,optimistic,practical",lawyer," Office Supplies ,Kids ,Gardening Supplies ,Patio,Lawn & Garden ",Watcher;Explorer;Critic;Chatter
1939,Eleanor Farmer,male,57,"compassionate,caring,ambitious,optimistic",retired," Office Equipment Accessories ,Desk Accessories & Workspace Organizers ",Critic;Chatter
1940,Robert Anderson,male,30,"independent,creative,practical,patient,empathetic",engineer," Sailing ,Music ",Watcher;Critic
1941,William Donaldson,male,48,"fun-loving,creative,ambitious,optimistic",entrepreneur," Photography ,Scrabble ,Electronic Accessories ",Poster
1942,Wesley Cody,male,40,"caring,adventurous,outdoorsy,energetic,patient",teacher," Cooking ,Crochet ",Watcher;Explorer
1943,Kevin Clark,male,37,"compassionate,creative,adventurous,practical,empathetic",designer," Hockey ,Streetball ",Critic;Chatter;Poster
1944,Kevin Dawson,male,30,"compassionate,creative,adventurous,practical,empathetic",photographer," Concert tickets ,Gardening tools ",Critic;Chatter;Poster
1945,Andrew Carlson,male,60,"independent,practical",musician," Skiing ",Critic;Chatter
1946,Henry Underwood,female,27,"fun-loving,creative,adventurous,outdoorsy,caring",engineer," Plants ,Cooking ,Musical instruments ",Watcher
1947,Patrick Harris,female,39,"independent,creative,adventurous,empathetic",photographer," Outdoor ,Gardening ",Watcher;Explorer
1948,Peter Brooks,male,49,"adventurous,caring,empathetic,outdoorsy,social",designer," Outdoors ,Camping gear,motorcycle gear ",Explorer;Chatter
1949,Finnegan Gibson,male,39,"adventurous,caring,empathetic,outdoorsy,social",entrepreneur," Travel ,Home improvement ",Explorer;Chatter;Poster
1950,Jack Buck,female,45,"adventurous,empathetic,patient",writer," Sporting goods ",Critic
1951,David Edwards,male,54,"independent,adventurous,compassionate,ambitious,patient",retired," Grilling ,Hiking ",Explorer;Critic;Poster
1952,Grayson Flores,male,34,"adventurous,compassionate",actor," Paintball gear ",Explorer
1953,Patrick Anderson,female,46,"independent,caring,empathetic,ambitious,patient",nurse," Aromatherapy oils ,Sewing machines ",Watcher;Critic
1954,Lily Edwards,female,33,"fun-loving,ambitious,compassionate,energetic,patient",photographer," Vinyl records ,Photography ,Wine ",Poster
1955,Lily Darling,male,67,"compassionate,caring",scientist," Gourmet food ",Watcher;Explorer
1956,Hannah Gonzalez,male,52,"adventurous,compassionate,ambitious,empathetic,outdoorsy",entrepreneur," Collecting tea sets ",Explorer;Critic;Poster
1957,Katherine Carroll,female,60,"independent,caring,adventurous,compassionate,energetic",musician," Fishing ,Antiquing ,Wine ",Watcher;Critic
1958,Natalie Clark,male,60,"caring,compassionate,ambitious,creative,energetic",student," Comic books ,Traveling,Board games ",Poster
1959,Taylor Cox,female,33,"fun-loving,adventurous,creative,ambitious,optimistic",teacher," Sculpting ,Running shoes ",Watcher;Critic;Poster
1960,George Fisher,female,59,"compassionate,caring,ambitious,optimistic",photographer," Boating ,Lawn Mowers ,Bread making ,Pet snakes ",Chatter
1961,Tyler Dean,male,54,"independent,creative,patient,empathetic",photographer," Kitesurfing ,Bell ringing ",Watcher;Explorer;Critic;Poster
1962,Julia Farmer,female,42,"fun-loving,creative,practical,energetic,patient",farmer," Knitting needles ,Jigsaws ",Critic;Poster
1963,Evan Turner,male,51,"independent,compassionate",scientist," DVD players ,American football ",Watcher
1964,Gabriel Donaldson,female,60,"caring",teacher," GPS units ,Winter clean-up tools ,Fractional ownership ",Watcher;Chatter
1965,Kevin Dalton,female,51,"fun-loving,compassionate",actor," Educational toys ,Wind bells ",Watcher;Explorer
1966,Liam Barker,male,50,"compassionate,caring,ambitious,optimistic",scientist," Archery tag ,Crosswords ",Watcher;Critic
1967,Jacob Walker,female,58,"independent,creative,patient,empathetic",engineer," Air sports ,Airsoft ,Dolls,Clothes ",Explorer;Chatter;Poster
1968,Lauren Cook,female,53,"fun-loving,creative,practical,energetic,patient",artist," Snowboarding ,Foosball ,Beekeeping ",Watcher
1969,Tyler Fitzpatrick,male,29,"independent,creative,patient,empathetic",photographer," Dog sport equipment ,Go ",Watcher;Chatter;Poster
1970,Tyler Brady,female,40,"compassionate,caring,ambitious,optimistic",designer," Hiking gear ,Instruments ",Explorer;Critic
1971,Jacob Parker,male,45,"independent,compassionate",farmer," Innovations ,Indoor activities ",Watcher;Poster
1972,Raymond Underwood,female,48,"fun-loving,compassionate",entrepreneur," Window boxes ",Chatter
1973,Sarah Farmer,male,50,"compassionate,caring,ambitious,optimistic",writer," Footbags ,Beach soccer ",Watcher
1974,Theodore Berry,female,25,"fun-loving,creative,practical,energetic,patient",lawyer," Cosmetics ,Maille,Sauces ",Watcher;Explorer;Poster
1975,Gavin Carey,male,29,"independent,creative,patient,empathetic",doctor," Educational software ,Burkini ",Watcher;Explorer;Poster
1976,Bennett Armstrong,male,43,"independent,compassionate",artist," Polo ",Watcher;Chatter;Poster
1977,Simon Fisher,male,43,"independent,creative,patient,empathetic",nurse," Weaving ,Puppetry ",Critic;Poster
1978,Fiona Barber,female,57,"fun-loving,creative,practical,energetic,patient",lawyer," Racquet sports ,Air racing ",Watcher;Explorer;Poster
1979,Katherine Clay,male,65,"compassionate,caring,ambitious,optimistic",musician," Yo-yoing ",Watcher
1980,Brooklyn Fitzpatrick,male,48,"fun-loving,practical,patient,empathetic,farmer," Candles ,Reading ,Astronomy ",Watcher;Chatter
1981,Abigail Cox,male,62,"compassionate,creative,patient,optimistic,lawyer," Keyboards ,Hiking ,Vacation packages ",Explorer
1982,Matthew Cook,male,30," compassionate,ambitious,empathetic ",nurse,"  Camping stoves ,Kitchen Appliances ,Musical Instruments ",Watcher;Poster
1983,Amelia Parker,male,65,"compassionate,caring,ambitious,patient,entrepreneur," Bikes ,Gardening ,Carry-on Luggage ",Poster
1984,Isaac Bauer,male,59," fun-loving,creative,energetic,patient,optimistic ",student,"  Tennis rackets  ",Watcher;
1985,Olivia Buck,male,60,"energetic,patient,compassionate,independent,engineer," Smart phones ,Photography ,Winter Sports ",Explorer
1986,Thomas Conley,male,67,"patient,imaginative,independent,compassionate,designer," Handbags ,Adhesives ,Music ",Watcher;Chatter
1987,Chloe Simmons,female,26,"caring,practical,energetic,fun-loving,designer," Lamps ,Paintings ,Books ",Watcher;Critic
1988,Harper Simmons,female,67,"compassionate,caring,ambitious,fun-loving,nurse," Kitchen tools ,Headphones ,Houseplants ",Explorer;Critic
1989,Jack Conner,female,65,"caring,ambitious,fun-loving,optimistic,entrepreneur," Watches ,Car accessories ,Camping stoves ",Watcher;Critic;Poster
1990,Georgia Adams,female,38,"compassionate,creative,energetic,fun-loving,nurse," Art supplies ,Fitness DVDs ,Gardening tools ",Watcher;Explorer;Poster
1991,Jack Deleon,male,30," independent,patient,ambitious,optimistic ",student,"  Kids  ",Poster
1992,Addison Lawson,female,35,"imaginative,independent,compassionate,energetic,engineer," Running shoes ,Grills ,Wind Energy ",Chatter;Poster
1993,Finnegan Ewing,male,25,"creative,compassionate,imaginative,caring,actor," Laptops ,Fragrance ,Sporting Goods ",Critic;Poster
1994,Willow Cody,male,51,"independent,compassionate,patient,empathetic,engineer," Power tools ,Home decor ,Camping stoves ",Watcher
1995,George Alexander,male,32,"energetic,independent,compassionate,optimistic,scientist," Fishing gear ,Camping gear ,Digital cameras ",Explorer
1996,Georgia Ewing,female,26," compassionate,caring,energetic,ambitious ",musician,"  Communication ,Non-fiction ,Video Games ,Musical Instruments ",Chatter
1997,Timothy Roberts,female,34,"compassionate,optimistic,fun-loving,imaginative,retired," Movie tickets ,Nutrition plans ,Patio furniture ",Poster
1998,Sadie Darling,female,38,"creative,patient,ambitious,independent,retired," Beach vacations ,Fitness DVDs ,Digital Cameras ",Poster
1999,Piper Armstrong,female,39,"compassionate,energetic,fun-loving,imaginative,nurse," Yoga mats ,Fishing gear ,Movie tickets ",Watcher;Explorer;Poster
2000,Benjamin Albert,male,58,"creative,practical,empathetic,optimistic",designer," Photography ,Power tools ",Watcher;Poster
2001,Emily Anderson,male,49,"fun-loving,practical,patient,empathetic,ambitious",student," Cooking tools ,Musical instruments ",Critic;Chatter
2002,Kyle Coleman,female,47,"compassionate,caring,ambitious,energetic",retired," Gardening tools ,Fishing gear,Sports equipment ",Critic;Poster
2003,Ruby Alexander,male,68,"independent,compassionate",farmer," Kids ",Watcher
2004,Daniel Morgan,female,58,"fun-loving,creative,practical,empathetic,patient",actor," Musical instruments,Fashion ",Watcher;Explorer
2005,Blake Coleman,female,49,"creative,practical,patient,empathetic,ambitious",nurse," Hi-fi equipment ,Fishing gear ,Model figures ",Explorer;Critic;Poster
2006,Andrew Cooper,female,36,"compassionate,caring,ambitious,independent",actor," Sports equipment ,Gardening tools ",Watcher;Poster
2007,Vincent Gonzalez,female,36,"fun-loving,practical,patient,empathetic,compassionate",writer," Camping gear ,Kitchen gadgets ",Watcher
2008,Raymond Turner,female,29,"creative,practical,patient,empathetic",teacher," Knitting needles ,Board games ",Critic;Poster
2009,Ian Ewing,female,64,"fun-loving,creative,ambitious,optimistic,patient",writer," Painting supplies ,Musical instruments ",Explorer;Critic;Chatter
2010,Grayson Richardson,female,39,"fun-loving,ambitious,optimistic,patient",nurse," Scrap-booking materials ,Hiking gear ",Critic;Chatter;Poster
2011,Peter Darling,female,45,"fun-loving,practical,patient,empathetic,optimistic",farmer," Fishing gear ,Sports equipment ",Poster
2012,Liam Buck,female,49,"compassionate,caring,ambitious,independent",musician," Art supplies ,Musical instruments ",Explorer;Poster
2013,Lucy Grant,female,59,"compassionate,caring,ambitious,independent",teacher," Gardening tools ,Science kits ",Watcher;Poster
2014,Taylor Friedman,female,36,"fun-loving,practical,patient,empathetic,ambitious",musician," Musical instruments ,Sports equipment ",Explorer
